intent,text
CancelFlight,cancel flight to New York
CancelFlight,cancellation of flight to Tel Aviv.
CancelFlight,i need to cancel my flight to Paris
CancelFlight,i want to cancel my journey to Paris.
CancelFlight,please cancel my flight to Tel Aviv
ChangeFlight,change flight to Los Angeles.
ChangeFlight,change my flight from New York to Tel Aviv
ChangeFlight,i need to change my flight from Paris to Seattle
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Paris, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1834556
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight CP9919223
DepartureInfo,when does AB1234 depart?
GetEntities,Mary Rasztawicki
GetEntities,my name is Mary Delaunay
GetEntities,i am Lisa Coskun
GetEntities,my firstname is Mary
GetEntities,my lastname is Ebner
GetEntities,It's Coskun
GetEntities,it is Mary
GetEntities,Lisa Reichenbach.
GetEntities,my name is Margret Rasztawicki.
GetEntities,i am Linda Kistner.
GetEntities,my firstname is Mary.
GetEntities,my lastname is Coskun.
GetEntities,It's Inhestern.
GetEntities,it is Linda.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Los Angeles please
BookFlight,could you book a flight to Los Angeles on 2nd of april for me?
BookFlight,i want a flight to Paris
BookFlight,i would like to book a flight to Tel Aviv.
BookFlight,"no, i want to fly to Toronto, not to Paris."
BookSeat,book a seat as close as possible to the galley on my flight to London
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Tel Aviv
CancelFlight,cancel flight to Tokyo
CancelFlight,cancellation of flight to Los Angeles.
CancelFlight,i need to cancel my flight to London
CancelFlight,i want to cancel my journey to London.
CancelFlight,please cancel my flight to Paris
ChangeFlight,change flight to Berlin.
ChangeFlight,change my flight from Los Angeles to London
ChangeFlight,i need to change my flight from New York to London
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Seattle, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight CP9919223
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AA1834556
DepartureInfo,when does LH1346 depart?
GetEntities,Theo Reichenbach
GetEntities,my name is Maria Ebner
GetEntities,i am Peter Maier
GetEntities,my firstname is Mary
GetEntities,my lastname is Rasztawicki
GetEntities,It's Rasztawicki
GetEntities,it is Theo
GetEntities,Theo Rasztawicki.
GetEntities,my name is Tom Kistner.
GetEntities,i am Theo Inhestern.
GetEntities,my firstname is Mary.
GetEntities,my lastname is Müller.
GetEntities,It's Delaunay.
GetEntities,it is Lisa.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to London please
BookFlight,could you book a flight to Seattle on 2nd of april for me?
BookFlight,i want a flight to New York
BookFlight,i would like to book a flight to Tokyo.
BookFlight,"no, i want to fly to New York, not to Tokyo."
BookSeat,book a seat as close as possible to the galley on my flight to Los Angeles
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Toronto
CancelFlight,cancel flight to Los Angeles
CancelFlight,cancellation of flight to Tel Aviv.
CancelFlight,i need to cancel my flight to Tokyo
CancelFlight,i want to cancel my journey to Berlin.
CancelFlight,please cancel my flight to New York
ChangeFlight,change flight to New York.
ChangeFlight,change my flight from New York to Tel Aviv
ChangeFlight,i need to change my flight from New York to Tokyo
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Seattle, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1994557
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AB1234
DepartureInfo,when does LH1346 depart?
GetEntities,Margret Mahoney
GetEntities,my name is Margret Maier
GetEntities,i am Theo Reichenbach
GetEntities,my firstname is Theo
GetEntities,my lastname is Maier
GetEntities,It's Mahoney
GetEntities,it is Theo
GetEntities,Peter Maier.
GetEntities,my name is Peter Inhestern.
GetEntities,i am Tom Reichenbach.
GetEntities,my firstname is Maria.
GetEntities,my lastname is Coskun.
GetEntities,It's Ebner.
GetEntities,it is Peter.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Paris please
BookFlight,could you book a flight to New York on 2nd of april for me?
BookFlight,i want a flight to Paris
BookFlight,i would like to book a flight to Tokyo.
BookFlight,"no, i want to fly to Paris, not to Tokyo."
BookSeat,book a seat as close as possible to the galley on my flight to Seattle
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to New York
CancelFlight,cancel flight to Seattle
CancelFlight,cancellation of flight to Seattle.
CancelFlight,i need to cancel my flight to Seattle
CancelFlight,i want to cancel my journey to Tokyo.
CancelFlight,please cancel my flight to Paris
ChangeFlight,change flight to Berlin.
ChangeFlight,change my flight from New York to Seattle
ChangeFlight,i need to change my flight from Toronto to London
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Toronto, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight CP9919223
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight Ab9164
DepartureInfo,when does LH7721 depart?
GetEntities,Margret Inhestern
GetEntities,my name is Theo Maier
GetEntities,i am Tom Mahoney
GetEntities,my firstname is Mary
GetEntities,my lastname is Ebner
GetEntities,It's Rasztawicki
GetEntities,it is Linda
GetEntities,Paul Ebner.
GetEntities,my name is Maria Mahoney.
GetEntities,i am Peter Kistner.
GetEntities,my firstname is Maria.
GetEntities,my lastname is Inhestern.
GetEntities,It's Inhestern.
GetEntities,it is Tom.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to London please
BookFlight,could you book a flight to Toronto on 2nd of april for me?
BookFlight,i want a flight to Los Angeles
BookFlight,i would like to book a flight to Seattle.
BookFlight,"no, i want to fly to Toronto, not to Berlin."
BookSeat,book a seat as close as possible to the galley on my flight to Seattle
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Berlin
CancelFlight,cancel flight to Toronto
CancelFlight,cancellation of flight to Toronto.
CancelFlight,i need to cancel my flight to Toronto
CancelFlight,i want to cancel my journey to Tokyo.
CancelFlight,please cancel my flight to Tel Aviv
ChangeFlight,change flight to Paris.
ChangeFlight,change my flight from New York to Toronto
ChangeFlight,i need to change my flight from Seattle to Paris
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Los Angeles, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight Ab9164
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight LH7721
DepartureInfo,when does AB1234 depart?
GetEntities,Maria Reichenbach
GetEntities,my name is Theo Maier
GetEntities,i am Maria Kistner
GetEntities,my firstname is Peter
GetEntities,my lastname is Reichenbach
GetEntities,It's Maier
GetEntities,it is Paul
GetEntities,Tom Delaunay.
GetEntities,my name is Tom Ebner.
GetEntities,i am Margret Ebner.
GetEntities,my firstname is Maria.
GetEntities,my lastname is Rasztawicki.
GetEntities,It's Maier.
GetEntities,it is Mary.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Tokyo please
BookFlight,could you book a flight to Seattle on 2nd of april for me?
BookFlight,i want a flight to Berlin
BookFlight,i would like to book a flight to Los Angeles.
BookFlight,"no, i want to fly to Berlin, not to London."
BookSeat,book a seat as close as possible to the galley on my flight to Los Angeles
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Tokyo
CancelFlight,cancel flight to New York
CancelFlight,cancellation of flight to Berlin.
CancelFlight,i need to cancel my flight to New York
CancelFlight,i want to cancel my journey to London.
CancelFlight,please cancel my flight to Tokyo
ChangeFlight,change flight to New York.
ChangeFlight,change my flight from Paris to Toronto
ChangeFlight,i need to change my flight from Tokyo to Berlin
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Berlin, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1994557
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AA1834556
DepartureInfo,when does AB1234 depart?
GetEntities,Lisa Müller
GetEntities,my name is Paul Ebner
GetEntities,i am Maria Ebner
GetEntities,my firstname is Lisa
GetEntities,my lastname is Ebner
GetEntities,It's Reichenbach
GetEntities,it is Theo
GetEntities,Margret Inhestern.
GetEntities,my name is Paul Maier.
GetEntities,i am Margret Müller.
GetEntities,my firstname is Maria.
GetEntities,my lastname is Mahoney.
GetEntities,It's Reichenbach.
GetEntities,it is Maria.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
None,how are you doing
None,i want to speak to a human
None,what can you do
None,whats the weather like today
BookFlight,a ticket to Toronto please
BookFlight,could you book a flight to Berlin on 2nd of april for me?
BookFlight,i want a flight to Paris
BookFlight,i would like to book a flight to Toronto.
BookFlight,"no, i want to fly to Paris, not to Tel Aviv."
BookSeat,book a seat as close as possible to the galley on my flight to London
BookSeat,book a seat for me on my preferred seat.
BookSeat,i need a special seat on my flight
BookSeat,i want to have a window seat
BookSeat,i would like to book a seat on my flight to Los Angeles
CancelFlight,cancel flight to Berlin
CancelFlight,cancellation of flight to Los Angeles.
CancelFlight,i need to cancel my flight to Paris
CancelFlight,i want to cancel my journey to Paris.
CancelFlight,please cancel my flight to Paris
ChangeFlight,change flight to Paris.
ChangeFlight,change my flight from Tokyo to Los Angeles
ChangeFlight,i need to change my flight from Seattle to Paris
ChangeFlight,i would like to change my flight.
ChangeFlight,"please rebook my flight to Tel Aviv, please."
DepartureInfo,could you check whether my flight has a delay?
DepartureInfo,i need the status of my flight AA1994557
DepartureInfo,is my flight on time?
DepartureInfo,what is the status of my flight AA1994557
DepartureInfo,when does AA1994557 depart?
GetEntities,Lisa Ebner
GetEntities,my name is Peter Müller
GetEntities,i am Theo Delaunay
GetEntities,my firstname is Linda
GetEntities,my lastname is Mahoney
GetEntities,It's Rasztawicki
GetEntities,it is Paul
GetEntities,Tom Coskun.
GetEntities,my name is Peter Reichenbach.
GetEntities,i am Mary Maier.
GetEntities,my firstname is Theo.
GetEntities,my lastname is Ebner.
GetEntities,It's Coskun.
GetEntities,it is Linda.
None,What are you talking about?
None,You are dumb!
None,Do you like candy?
